time,gFx,gFy,gFz,TgF
0.004000,-0.1172,0.3478,0.8974,0.970
0.005000,-0.1196,0.3512,0.9028,0.976
0.005000,-0.1181,0.3595,0.9111,0.987
0.005000,-0.1137,0.3700,0.9199,0.998
0.005000,-0.1084,0.3798,0.9272,1.008
0.012000,-0.0993,0.3891,0.9304,1.013
0.012000,-0.0891,0.3971,0.9299,1.015
0.015000,-0.0798,0.4045,0.9267,1.014
0.019000,-0.0724,0.4096,0.9199,1.010
0.023000,-0.0685,0.4108,0.9125,1.003
0.027000,-0.0663,0.4120,0.9062,0.998
0.031000,-0.0659,0.4120,0.8954,0.988
0.036000,-0.0715,0.4106,0.8852,0.978
0.040000,-0.0764,0.4064,0.8732,0.966
0.046000,-0.0695,0.4015,0.8693,0.960
0.047000,-0.0629,0.3947,0.8686,0.956
0.053000,-0.0588,0.3886,0.8661,0.951
0.055000,-0.0568,0.3832,0.8605,0.944
0.095000,-0.0602,0.3776,0.8559,0.937
0.096000,-0.0639,0.3754,0.8527,0.934
0.096000,-0.0688,0.3769,0.8498,0.932
0.096000,-0.0761,0.3786,0.8500,0.934
0.097000,-0.0815,0.3788,0.8480,0.932
0.097000,-0.0847,0.3791,0.8458,0.931
0.098000,-0.0866,0.3808,0.8476,0.933
0.098000,-0.0869,0.3839,0.8502,0.937
0.099000,-0.0871,0.3857,0.8527,0.940
0.099000,-0.0874,0.3866,0.8549,0.942
0.100000,-0.0869,0.3866,0.8588,0.946
0.105000,-0.0874,0.3869,0.8632,0.950
0.107000,-0.0886,0.3852,0.8700,0.956
0.120000,-0.0920,0.3825,0.8757,0.960
0.120000,-0.0939,0.3822,0.8820,0.966
0.121000,-0.0969,0.3776,0.8898,0.971
0.124000,-0.0983,0.3729,0.8976,0.977
0.136000,-0.1010,0.3690,0.9106,0.988
0.136000,-0.1032,0.3642,0.9248,0.999
0.137000,-0.1049,0.3617,0.9343,1.007
0.140000,-0.1098,0.3598,0.9419,1.014
0.153000,-0.1091,0.3580,0.9475,1.019
0.154000,-0.1037,0.3566,0.9555,1.025
0.154000,-0.1008,0.3544,0.9575,1.026
0.156000,-0.0996,0.3517,0.9541,1.022
0.160000,-0.1018,0.3495,0.9509,1.018
0.166000,-0.1045,0.3468,0.9487,1.015
0.167000,-0.1042,0.3431,0.9482,1.014
0.172000,-0.1025,0.3444,0.9453,1.011
0.194000,-0.1030,0.3439,0.9428,1.009
0.195000,-0.1035,0.3427,0.9336,1.000
0.195000,-0.1020,0.3436,0.9238,0.991
0.195000,-0.1015,0.3471,0.9196,0.988
0.195000,-0.0966,0.3527,0.9179,0.988
0.196000,-0.0896,0.3595,0.9167,0.989
0.202000,-0.0812,0.3678,0.9157,0.990
0.203000,-0.0727,0.3791,0.9101,0.989
0.207000,-0.0676,0.3842,0.9040,0.985
0.220000,-0.0632,0.3881,0.8952,0.978
0.220000,-0.0624,0.3903,0.8884,0.972
0.220000,-0.0563,0.3903,0.8906,0.974
0.224000,-0.0505,0.3923,0.8888,0.973
0.235000,-0.0458,0.3905,0.8886,0.972
0.236000,-0.0390,0.3849,0.8837,0.965
0.237000,-0.0338,0.3808,0.8803,0.960
0.238000,-0.0334,0.3791,0.8808,0.959
0.252000,-0.0353,0.3771,0.8815,0.959
0.253000,-0.0353,0.3759,0.8796,0.957
0.253000,-0.0375,0.3747,0.8793,0.957
0.255000,-0.0395,0.3729,0.8822,0.959
0.289000,-0.0402,0.3727,0.8871,0.963
0.290000,-0.0417,0.3729,0.8937,0.969
0.290000,-0.0409,0.3734,0.9006,0.976
0.291000,-0.0448,0.3717,0.9074,0.982
0.291000,-0.0468,0.3695,0.9128,0.986
0.292000,-0.0500,0.3646,0.9186,0.990
0.292000,-0.0524,0.3588,0.9250,0.994
0.293000,-0.0534,0.3541,0.9316,0.998
0.293000,-0.0539,0.3488,0.9358,1.000
0.299000,-0.0549,0.3444,0.9387,1.001
0.300000,-0.0578,0.3427,0.9406,1.003
0.304000,-0.0632,0.3407,0.9436,1.005
0.308000,-0.0678,0.3449,0.9416,1.005
0.316000,-0.0678,0.3488,0.9416,1.006
0.316000,-0.0742,0.3517,0.9389,1.005
0.320000,-0.0722,0.3556,0.9387,1.006
0.323000,-0.0663,0.3607,0.9448,1.013
0.327000,-0.0588,0.3678,0.9499,1.020
0.331000,-0.0534,0.3727,0.9516,1.023
0.336000,-0.0495,0.3771,0.9509,1.024
0.341000,-0.0483,0.3813,0.9482,1.023
0.352000,-0.0478,0.3849,0.9445,1.021
0.353000,-0.0488,0.3857,0.9406,1.018
0.353000,-0.0480,0.3923,0.9321,1.012
0.355000,-0.0497,0.3952,0.9245,1.007
0.360000,-0.0522,0.3940,0.9143,0.997
0.363000,-0.0544,0.3937,0.9008,0.985
0.367000,-0.0588,0.3932,0.8908,0.976
0.371000,-0.0654,0.3910,0.8837,0.969
0.387000,-0.0659,0.3901,0.8786,0.964
0.387000,-0.0649,0.3859,0.8791,0.962
0.388000,-0.0651,0.3842,0.8737,0.957
0.388000,-0.0666,0.3822,0.8688,0.952
0.393000,-0.0673,0.3800,0.8642,0.946
0.395000,-0.0678,0.3781,0.8590,0.941
0.399000,-0.0705,0.3761,0.8564,0.938
0.403000,-0.0761,0.3722,0.8556,0.936
0.408000,-0.0812,0.3690,0.8561,0.936
0.411000,-0.0849,0.3651,0.8566,0.935
0.416000,-0.0871,0.3637,0.8539,0.932
0.420000,-0.0854,0.3634,0.8522,0.930
0.424000,-0.0793,0.3622,0.8476,0.925
0.429000,-0.0732,0.3620,0.8405,0.918
0.431000,-0.0678,0.3620,0.8317,0.910
0.435000,-0.0622,0.3629,0.8217,0.900
0.439000,-0.0544,0.3656,0.8099,0.890
0.444000,-0.0468,0.3676,0.7970,0.879
0.448000,-0.0387,0.3690,0.7838,0.867
0.452000,-0.0329,0.3700,0.7716,0.856
0.456000,-0.0273,0.3720,0.7567,0.844
0.474000,-0.0224,0.3739,0.7349,0.825
0.476000,-0.0229,0.3744,0.7225,0.814
0.476000,-0.0219,0.3751,0.7151,0.808
0.477000,-0.0219,0.3749,0.7142,0.807
0.477000,-0.0385,0.3817,0.7298,0.825
0.481000,-0.0524,0.3857,0.7489,0.844
0.486000,-0.0580,0.3786,0.7613,0.852
0.487000,-0.0597,0.3632,0.7691,0.853
0.513000,-0.0595,0.3424,0.7755,0.850
0.514000,-0.0561,0.3204,0.7818,0.847
0.514000,-0.0514,0.3009,0.7860,0.843
0.514000,-0.0507,0.2857,0.7848,0.837
0.515000,-0.0510,0.2669,0.7950,0.840
0.515000,-0.0485,0.2471,0.8143,0.852
0.515000,-0.0414,0.2315,0.8263,0.859
0.522000,-0.0338,0.2207,0.8324,0.862
0.523000,-0.0307,0.2112,0.8380,0.865
0.534000,-0.0341,0.2046,0.8473,0.872
0.535000,-0.0390,0.1988,0.8588,0.882
0.535000,-0.0463,0.1900,0.8722,0.894
0.539000,-0.0561,0.1734,0.8798,0.898
0.551000,-0.0717,0.1707,0.8800,0.899
0.552000,-0.0842,0.1748,0.8771,0.898
0.552000,-0.0913,0.1817,0.8820,0.905
0.555000,-0.0952,0.1870,0.8952,0.919
0.568000,-0.0971,0.1907,0.9099,0.935
0.569000,-0.0981,0.1946,0.9238,0.949
0.569000,-0.0974,0.1946,0.9389,0.964
0.571000,-0.0954,0.1922,0.9560,0.980
0.586000,-0.0937,0.1878,0.9717,0.994
0.587000,-0.1018,0.1712,0.9839,1.004
0.587000,-0.1176,0.1396,0.9888,1.005
0.587000,-0.1130,0.1274,0.9944,1.009
0.591000,-0.0993,0.1282,0.9944,1.008
0.630000,-0.0864,0.1316,0.9917,1.004
0.631000,-0.0788,0.1362,1.0056,1.018
0.631000,-0.0866,0.1365,1.0349,1.047
0.631000,-0.1049,0.1286,1.0579,1.071
0.632000,-0.1230,0.1174,1.0691,1.083
0.632000,-0.1347,0.1054,1.0701,1.084
0.632000,-0.1389,0.0935,1.0672,1.080
0.632000,-0.1362,0.0825,1.0652,1.077
0.633000,-0.1313,0.0742,1.0655,1.076
0.633000,-0.1289,0.0646,1.0691,1.079
0.636000,-0.1379,0.0588,1.0745,1.085
0.639000,-0.1511,0.0541,1.0762,1.088
0.645000,-0.1567,0.0497,1.0752,1.088
0.647000,-0.1560,0.0466,1.0765,1.089
0.652000,-0.1540,0.0451,1.0762,1.088
0.656000,-0.1501,0.0451,1.0821,1.093
0.663000,-0.1453,0.0424,1.0784,1.089
0.664000,-0.1404,0.0378,1.0733,1.083
0.668000,-0.1328,0.0339,1.0701,1.079
0.672000,-0.1252,0.0370,1.0767,1.085
0.686000,-0.1167,0.0426,1.0897,1.097
0.687000,-0.1103,0.0512,1.1102,1.117
0.687000,-0.1049,0.0600,1.1283,1.135
0.687000,-0.0998,0.0663,1.1417,1.148
0.690000,-0.0981,0.0700,1.1432,1.150
0.695000,-0.0986,0.0671,1.1481,1.154
0.699000,-0.1001,0.0663,1.1698,1.176
0.703000,-0.0969,0.0646,1.1930,1.199
0.707000,-0.0878,0.0578,1.2013,1.206
0.713000,-0.0764,0.0500,1.1891,1.193
0.716000,-0.0666,0.0409,1.1649,1.168
0.719000,-0.0607,0.0326,1.1395,1.142
0.724000,-0.0558,0.0231,1.1151,1.117
0.727000,-0.0517,0.0153,1.0938,1.095
0.731000,-0.0458,0.0124,1.0779,1.079
0.735000,-0.0378,0.0116,1.0657,1.066
0.739000,-0.0314,0.0087,1.0511,1.052
0.743000,-0.0280,0.0062,1.0349,1.035
0.749000,-0.0290,0.0080,1.0161,1.017
0.751000,-0.0317,0.0104,1.0002,1.001
0.755000,-0.0312,0.0160,0.9910,0.992
0.760000,-0.0251,0.0238,0.9873,0.988
0.763000,-0.0141,0.0319,0.9861,0.987
0.767000,-0.0018,0.0383,0.9907,0.991
0.771000,0.0155,0.0456,0.9995,1.001
0.775000,0.0390,0.0514,1.0134,1.015
0.779000,0.0639,0.0595,1.0345,1.038
0.783000,0.0881,0.0671,1.0616,1.067
0.787000,0.1118,0.0790,1.0977,1.106
0.792000,0.1325,0.0854,1.1441,1.155
0.796000,0.1599,0.0822,1.1837,1.197
0.799000,0.1931,0.0764,1.1915,1.210
0.803000,0.2222,0.0707,1.2008,1.223
0.807000,0.2483,0.0688,1.2284,1.255
0.820000,0.2713,0.0712,1.2656,1.296
0.821000,0.2864,0.0754,1.2983,1.332
0.821000,0.2913,0.0773,1.3181,1.352
0.824000,0.2862,0.0749,1.3230,1.356
0.828000,0.2754,0.0681,1.3169,1.347
0.833000,0.2632,0.0627,1.3039,1.332
0.835000,0.2535,0.0568,1.2878,1.314
0.839000,0.2505,0.0507,1.2673,1.293
0.860000,0.2520,0.0456,1.2438,1.270
0.861000,0.2544,0.0426,1.2147,1.242
0.861000,0.2547,0.0431,1.1820,1.210
0.861000,0.2517,0.0456,1.1495,1.178
0.862000,0.2491,0.0475,1.1202,1.149
0.864000,0.2486,0.0510,1.0965,1.125
0.868000,0.2491,0.0561,1.0774,1.107
0.871000,0.2505,0.0622,1.0618,1.093
0.877000,0.2505,0.0690,1.0518,1.083
0.880000,0.2481,0.0759,1.0442,1.076
0.885000,0.2456,0.0830,1.0386,1.070
0.886000,0.2429,0.0886,1.0330,1.065
0.893000,0.2388,0.0937,1.0264,1.058
0.896000,0.2324,0.0969,1.0193,1.050
0.900000,0.2268,0.0998,1.0105,1.040
0.903000,0.2239,0.1030,1.0007,1.031
0.907000,0.2254,0.1067,0.9902,1.021
0.917000,0.2271,0.1113,0.9802,1.012
0.918000,0.2317,0.1162,0.9719,1.006
0.920000,0.2356,0.1186,0.9641,1.000
0.954000,0.2322,0.1135,0.9529,0.987
0.955000,0.2200,0.1023,0.9387,0.970
0.956000,0.2097,0.0976,0.9406,0.969
0.956000,0.2075,0.1018,0.9558,0.983
0.957000,0.2070,0.1069,0.9690,0.997
0.957000,0.2009,0.1042,0.9748,1.001
0.957000,0.1951,0.1008,0.9819,1.006
0.958000,0.1958,0.0984,0.9895,1.013
0.959000,0.1980,0.0974,0.9944,1.019
0.960000,0.1948,0.0952,0.9954,1.019
0.964000,0.1899,0.0944,0.9939,1.016
0.967000,0.1938,0.0998,0.9656,0.990
0.971000,0.2043,0.1086,0.8952,0.925
0.977000,0.2134,0.1233,0.7860,0.824
0.980000,0.2168,0.1438,0.6687,0.718
0.983000,0.2105,0.1707,0.5825,0.642
0.987000,0.1980,0.2000,0.5475,0.616
0.993000,0.1819,0.2273,0.5666,0.637
0.995000,0.1665,0.2501,0.6221,0.691
0.999000,0.1552,0.2645,0.6895,0.755
1.003000,0.1543,0.2696,0.7528,0.814
1.007000,0.1628,0.2647,0.8024,0.860
1.012000,0.1743,0.2510,0.8412,0.895
1.015000,0.1841,0.2317,0.8676,0.917
1.019000,0.1882,0.2117,0.8852,0.929
1.023000,0.1853,0.1944,0.8964,0.936
1.032000,0.1853,0.1812,0.9042,0.941
1.033000,0.1679,0.1729,0.9091,0.941
1.035000,0.1565,0.1687,0.9130,0.942
1.040000,0.1460,0.1670,0.9186,0.945
1.069000,0.1369,0.1653,0.9233,0.948
1.071000,0.1293,0.1626,0.9272,0.950
1.071000,0.1237,0.1594,0.9274,0.949
1.072000,0.1181,0.1562,0.9272,0.948
1.073000,0.1120,0.1511,0.9272,0.946
1.073000,0.1054,0.1453,0.9301,0.947
1.073000,0.0991,0.1394,0.9399,0.955
1.076000,0.0964,0.1348,0.9575,0.972
1.076000,0.1003,0.1333,0.9824,0.996
1.080000,0.1078,0.1338,1.0125,1.027
1.083000,0.1159,0.1357,1.0437,1.059
1.087000,0.1228,0.1387,1.0716,1.087
1.091000,0.1274,0.1423,1.0963,1.113
1.096000,0.1301,0.1426,1.1200,1.136
1.100000,0.1335,0.1416,1.1307,1.147
1.103000,0.1357,0.1411,1.1214,1.138
1.108000,0.1340,0.1418,1.1109,1.128
1.117000,0.1286,0.1416,1.1063,1.123
1.119000,0.1228,0.1396,1.1021,1.118
1.123000,0.1181,0.1360,1.0924,1.107
1.123000,0.1164,0.1330,1.0774,1.092
1.146000,0.1171,0.1323,1.0606,1.075
1.147000,0.1215,0.1343,1.0459,1.061
1.147000,0.1267,0.1404,1.0369,1.054
1.148000,0.1315,0.1472,1.0359,1.055
1.148000,0.1372,0.1543,1.0432,1.063
1.148000,0.1430,0.1619,1.0562,1.078
1.152000,0.1482,0.1685,1.0711,1.094
1.155000,0.1528,0.1724,1.0875,1.112
1.163000,0.1562,0.1741,1.1019,1.126
1.164000,0.1589,0.1746,1.1156,1.140
1.168000,0.1614,0.1734,1.1290,1.154
1.171000,0.1643,0.1729,1.1429,1.168
1.177000,0.1653,0.1719,1.1564,1.181
1.179000,0.1657,0.1704,1.1691,1.193
1.183000,0.1655,0.1668,1.1808,1.204
1.187000,0.1638,0.1606,1.1915,1.213
1.193000,0.1609,0.1531,1.2008,1.221
1.195000,0.1582,0.1433,1.2116,1.230
1.200000,0.1572,0.1316,1.2253,1.242
1.203000,0.1570,0.1206,1.2397,1.255
1.209000,0.1584,0.1101,1.2526,1.267
1.211000,0.1604,0.0998,1.2636,1.278
1.215000,0.1650,0.0925,1.2702,1.284
1.219000,0.1704,0.0856,1.2712,1.285
1.223000,0.1787,0.0817,1.2687,1.284
1.231000,0.1919,0.0800,1.2656,1.283
1.232000,0.2087,0.0800,1.2626,1.282
1.235000,0.2283,0.0812,1.2607,1.284
1.239000,0.2515,0.0825,1.2604,1.288
1.253000,0.2754,0.0874,1.2634,1.296
1.254000,0.2991,0.0925,1.2663,1.304
1.254000,0.3238,0.0986,1.2683,1.313
1.255000,0.3475,0.1062,1.2665,1.318
1.263000,0.3678,0.1137,1.2590,1.317
1.264000,0.3846,0.1218,1.2443,1.308
1.267000,0.3947,0.1291,1.2257,1.294
1.271000,0.3981,0.1316,1.2038,1.275
1.276000,0.3995,0.1286,1.1742,1.247
1.280000,0.3925,0.1208,1.1427,1.214
1.284000,0.3822,0.1113,1.1175,1.186
1.288000,0.3724,0.1018,1.1026,1.168
1.292000,0.3634,0.0925,1.0972,1.160
1.295000,0.3524,0.0830,1.0963,1.154
1.300000,0.3426,0.0732,1.0950,1.150
1.304000,0.3314,0.0632,1.0950,1.146
1.307000,0.3211,0.0536,1.0980,1.145
1.313000,0.3140,0.0461,1.1051,1.150
1.318000,0.3106,0.0402,1.1180,1.161
1.319000,0.3084,0.0356,1.1349,1.177
1.323000,0.3092,0.0317,1.1520,1.193
1.334000,0.3096,0.0307,1.1656,1.206
1.335000,0.3082,0.0292,1.1766,1.217
1.335000,0.3057,0.0285,1.1845,1.224
1.339000,0.2994,0.0280,1.1906,1.228
1.343000,0.2930,0.0287,1.1954,1.231
1.347000,0.2867,0.0312,1.2008,1.235
1.351000,0.2830,0.0351,1.2052,1.239
1.355000,0.2813,0.0400,1.2062,1.239
1.360000,0.2823,0.0463,1.2008,1.234
1.363000,0.2837,0.0534,1.1898,1.224
1.367000,0.2857,0.0597,1.1749,1.211
1.370000,0.2872,0.0654,1.1564,1.193
1.376000,0.2889,0.0698,1.1358,1.174
1.379000,0.2903,0.0749,1.1129,1.153
1.383000,0.2891,0.0737,1.0872,1.127
1.387000,0.2601,0.0309,1.0222,1.055
1.391000,0.2434,0.0155,0.9905,1.020
1.395000,0.2427,0.0243,0.9621,0.993
1.399000,0.2493,0.0502,0.9558,0.989
1.403000,0.2676,0.0832,0.9673,1.007
1.407000,0.2982,0.1115,0.9707,1.022
1.412000,0.3333,0.1306,0.9582,1.023
1.415000,0.3631,0.1394,0.9414,1.019
1.419000,0.3773,0.1379,0.9255,1.009
1.423000,0.3766,0.1308,0.9094,0.993
1.434000,0.3673,0.1211,0.8913,0.972
1.435000,0.3573,0.1155,0.8725,0.950
1.435000,0.3534,0.1150,0.8559,0.933
1.440000,0.3541,0.1167,0.8419,0.921
1.480000,0.3561,0.1145,0.8344,0.914
1.481000,0.3568,0.1101,0.8314,0.911
1.481000,0.3570,0.1037,0.8314,0.911
1.481000,0.3563,0.0949,0.8329,0.911
1.481000,0.3551,0.0878,0.8339,0.911
1.482000,0.3561,0.0820,0.8351,0.912
1.482000,0.3553,0.0759,0.8358,0.911
1.482000,0.3556,0.0710,0.8363,0.912
1.482000,0.3546,0.0673,0.8366,0.911
1.483000,0.3519,0.0656,0.8341,0.908
1.484000,0.3475,0.0661,0.8312,0.903
1.487000,0.3412,0.0651,0.8268,0.897
1.493000,0.3329,0.0624,0.8204,0.888
1.495000,0.3209,0.0571,0.8131,0.876
1.499000,0.3092,0.0492,0.8060,0.865
1.503000,0.2965,0.0417,0.8009,0.855
1.507000,0.2820,0.0341,0.7963,0.845
1.511000,0.2691,0.0258,0.7938,0.839
1.515000,0.2552,0.0194,0.7923,0.833
1.519000,0.2422,0.0143,0.7904,0.827
1.523000,0.2302,0.0094,0.7879,0.821
1.527000,0.2178,0.0060,0.7818,0.812
1.531000,0.2073,0.0036,0.7730,0.800
1.535000,0.1975,0.0016,0.7620,0.787
1.539000,0.1880,0.0004,0.7498,0.773
1.545000,0.1880,-0.0008,0.7349,0.759
1.549000,0.1682,0.0001,0.7193,0.739
1.552000,0.1574,0.0026,0.7039,0.721
1.555000,0.1477,0.0067,0.6883,0.704
1.586000,0.1396,0.0114,0.6726,0.687
1.587000,0.1330,0.0172,0.6558,0.669
1.588000,0.1289,0.0221,0.6397,0.653
1.588000,0.1276,0.0295,0.6240,0.638
1.589000,0.1289,0.0368,0.6103,0.625
1.589000,0.1286,0.0456,0.5996,0.615
1.591000,0.1281,0.0551,0.5927,0.609
1.592000,0.1281,0.0649,0.5879,0.605
1.593000,0.1289,0.0737,0.5815,0.600
1.601000,0.1340,0.0822,0.5810,0.602
1.602000,0.1384,0.0869,0.5930,0.615
1.603000,0.1447,0.0925,0.6098,0.634
1.609000,0.1530,0.1015,0.6287,0.655
1.620000,0.1614,0.1108,0.6401,0.669
1.621000,0.1665,0.1213,0.6431,0.675
1.621000,0.1704,0.1335,0.6445,0.680
1.624000,0.1763,0.1443,0.6482,0.687
1.628000,0.1855,0.1528,0.6560,0.699
1.631000,0.1973,0.1604,0.6670,0.714
1.635000,0.2073,0.1648,0.6785,0.728
1.639000,0.2144,0.1685,0.6858,0.738
1.643000,0.2168,0.1694,0.6895,0.742
1.647000,0.2146,0.1699,0.6885,0.741
1.651000,0.2109,0.1704,0.6841,0.736
1.655000,0.2065,0.1694,0.6773,0.728
1.666000,0.2021,0.1677,0.6695,0.719
1.667000,0.1963,0.1663,0.6624,0.711
1.667000,0.1904,0.1646,0.6572,0.704
1.671000,0.1870,0.1633,0.6528,0.698
1.702000,0.1858,0.1621,0.6487,0.694
1.703000,0.1885,0.1626,0.6448,0.691
1.703000,0.1929,0.1624,0.6428,0.690
1.704000,0.1987,0.1631,0.6423,0.692
1.704000,0.2041,0.1628,0.6465,0.697
1.705000,0.2129,0.1643,0.6543,0.707
1.705000,0.2236,0.1682,0.6665,0.723
1.705000,0.2349,0.1729,0.6839,0.743
1.707000,0.2466,0.1804,0.7049,0.768
1.715000,0.2566,0.1863,0.7288,0.795
1.716000,0.2630,0.1892,0.7518,0.819
1.719000,0.2681,0.1885,0.7738,0.840
1.723000,0.2713,0.1870,0.7941,0.860
1.727000,0.2769,0.1843,0.8124,0.878
1.731000,0.2830,0.1807,0.8300,0.895
1.735000,0.2879,0.1785,0.8471,0.912
1.740000,0.2923,0.1760,0.8647,0.930
1.746000,0.2972,0.1760,0.8832,0.948
1.751000,0.3055,0.1777,0.9040,0.971
1.752000,0.3150,0.1817,0.9252,0.994
1.755000,0.3228,0.1868,0.9465,1.017
1.776000,0.3270,0.1919,0.9653,1.037
1.776000,0.3243,0.1956,0.9819,1.052
1.777000,0.3160,0.1966,0.9951,1.062
1.777000,0.3052,0.1958,1.0024,1.066
1.777000,0.2960,0.1929,1.0037,1.064
1.779000,0.2908,0.1892,0.9985,1.057
1.783000,0.2881,0.1868,0.9871,1.045
1.787000,0.2850,0.1843,0.9729,1.030
1.791000,0.2808,0.1809,0.9651,1.021
1.795000,0.2879,0.1763,0.9509,1.009
1.799000,0.3324,0.1890,0.9223,0.998
1.803000,0.3624,0.2068,0.9140,1.005
1.807000,0.3688,0.2185,0.9182,1.013
1.811000,0.3649,0.2234,0.9272,1.021
1.816000,0.3524,0.2227,0.9406,1.029
1.819000,0.3319,0.2200,0.9548,1.035
1.823000,0.3052,0.2144,0.9687,1.038
1.827000,0.2867,0.2134,0.9846,1.047
1.832000,0.2713,0.2132,1.0037,1.061
1.835000,0.2649,0.2115,1.0142,1.069
1.840000,0.2669,0.2120,1.0266,1.082
1.844000,0.2732,0.2129,1.0301,1.087
1.848000,0.2833,0.2142,1.0301,1.090
1.852000,0.3021,0.2178,1.0200,1.086
1.855000,0.3250,0.2159,0.9910,1.065
1.872000,0.3509,0.2058,0.9314,1.016
1.873000,0.3688,0.2105,0.9394,1.031
1.873000,0.3761,0.2215,0.9778,1.071
1.874000,0.3824,0.2298,0.9893,1.085
1.876000,0.3890,0.2378,0.9858,1.086
1.880000,0.3959,0.2444,0.9841,1.089
1.883000,0.4027,0.2518,0.9853,1.094
1.902000,0.4083,0.2608,0.9915,1.104
1.903000,0.4132,0.2711,1.0020,1.117
1.903000,0.4159,0.2833,1.0120,1.130
1.904000,0.4213,0.2953,1.0198,1.142
1.904000,0.4215,0.3021,1.0266,1.150
1.908000,0.4245,0.3016,1.0323,1.156
1.912000,0.4296,0.2992,1.0381,1.163
1.915000,0.4394,0.2953,1.0413,1.168
1.920000,0.4489,0.2867,1.0352,1.164
1.923000,0.4579,0.2774,1.0276,1.159
1.927000,0.4653,0.2703,1.0220,1.155
1.932000,0.4728,0.2667,1.0249,1.160
1.935000,0.4743,0.2699,1.0364,1.171
1.939000,0.4760,0.2774,1.0528,1.188
1.944000,0.4848,0.2916,1.0814,1.220
1.947000,0.4997,0.3104,1.1209,1.266
1.951000,0.5195,0.3300,1.1647,1.317
1.955000,0.5459,0.3431,1.2050,1.367
1.960000,0.5772,0.3453,1.2504,1.420
1.963000,0.6158,0.3407,1.3039,1.482
1.967000,0.6597,0.3307,1.3640,1.551
1.971000,0.7037,0.3192,1.4246,1.621
1.983000,0.7418,0.3065,1.4776,1.682
1.984000,0.7689,0.2931,1.5174,1.726
1.985000,0.7838,0.2818,1.5399,1.751
1.988000,0.7963,0.2769,1.5521,1.766
2.013000,0.8090,0.2782,1.5507,1.771
2.014000,0.8158,0.2828,1.5380,1.764
2.014000,0.8168,0.2911,1.5150,1.746
2.015000,0.8151,0.3021,1.4810,1.717
2.015000,0.8151,0.3089,1.4451,1.688
2.015000,0.7755,0.2955,1.4024,1.630
2.016000,0.7555,0.2931,1.3721,1.594
2.020000,0.7396,0.2950,1.3279,1.548
2.024000,0.7303,0.3014,1.2861,1.509
2.028000,0.7289,0.3153,1.2560,1.486
2.036000,0.7215,0.3251,1.2289,1.462
2.037000,0.7062,0.3273,1.2025,1.432
2.039000,0.6817,0.3238,1.1742,1.396
2.044000,0.6480,0.3182,1.1407,1.350
2.047000,0.6101,0.3104,1.0992,1.295
2.051000,0.5762,0.3016,1.0489,1.234
2.055000,0.5481,0.2940,0.9927,1.171
2.061000,0.5232,0.2899,0.9404,1.114
2.063000,0.4912,0.2879,0.8964,1.062
2.067000,0.4618,0.2860,0.8507,1.009
2.071000,0.4242,0.2838,0.8107,0.958
2.076000,0.3876,0.2857,0.7711,0.909
2.080000,0.3509,0.2975,0.7274,0.861
2.083000,0.3341,0.3300,0.6585,0.809
2.087000,0.3192,0.3510,0.6572,0.811
2.101000,0.3001,0.3629,0.6868,0.833
2.102000,0.2772,0.3712,0.6753,0.819
2.102000,0.2466,0.3681,0.6675,0.801
2.106000,0.2200,0.3541,0.6831,0.800
2.106000,0.1982,0.3370,0.6858,0.789
2.133000,0.1838,0.3214,0.6797,0.774
2.134000,0.1780,0.3109,0.6736,0.763
2.134000,0.1838,0.3072,0.6658,0.756
2.135000,0.1963,0.3092,0.6612,0.756
2.135000,0.2131,0.3131,0.6550,0.757
2.135000,0.2307,0.3148,0.6465,0.755
2.135000,0.2466,0.3143,0.6375,0.752
2.147000,0.2632,0.3121,0.6392,0.758
2.148000,0.2842,0.3087,0.6436,0.768
2.155000,0.3094,0.3045,0.6541,0.785
2.156000,0.3338,0.2975,0.6641,0.801
2.156000,0.3536,0.2884,0.6714,0.812
2.168000,0.3653,0.2784,0.6765,0.818
2.168000,0.3729,0.2708,0.6805,0.822
2.168000,0.3783,0.2686,0.6853,0.828
2.171000,0.3883,0.2772,0.6980,0.846
2.185000,0.4037,0.2914,0.7132,0.870
2.185000,0.4237,0.3067,0.7254,0.894
2.185000,0.4482,0.3207,0.7298,0.914
2.187000,0.4943,0.3510,0.6406,0.882
2.191000,0.5193,0.3693,0.6123,0.884
2.202000,0.5156,0.3671,0.6543,0.910
2.203000,0.4975,0.3571,0.6648,0.904
2.203000,0.4616,0.3365,0.6372,0.856
2.207000,0.4176,0.3111,0.6028,0.797
2.243000,0.3761,0.2867,0.5620,0.734
2.244000,0.3370,0.2674,0.5131,0.670
2.244000,0.3060,0.2591,0.4528,0.605
2.244000,0.2828,0.2596,0.3824,0.542
2.245000,0.2674,0.2667,0.3040,0.485
2.245000,0.2547,0.2764,0.2253,0.438
2.245000,0.2410,0.2872,0.1562,0.406
2.245000,0.2222,0.2931,0.0948,0.380
2.246000,0.1992,0.2967,0.0514,0.361
2.248000,0.1745,0.2962,0.0213,0.344
2.251000,0.1484,0.2999,0.0084,0.335
2.255000,0.1386,0.2977,0.0157,0.329
2.260000,0.1555,0.2940,0.0267,0.334
2.263000,0.1926,0.2889,0.0423,0.350
2.267000,0.2417,0.2830,0.0697,0.379
2.271000,0.2911,0.2784,0.1017,0.415
2.276000,0.3336,0.2735,0.1381,0.453
2.279000,0.3639,0.2730,0.1718,0.486
