time,gFx,gFy,gFz,TgF
0.002000,-0.1694,0.3981,0.6949,0.819
0.003000,-0.1609,0.4052,0.6988,0.824
0.003000,-0.1489,0.4059,0.7105,0.832
0.003000,-0.1335,0.4069,0.7325,0.848
0.017000,-0.1184,0.4086,0.7596,0.871
0.017000,-0.1059,0.4111,0.7831,0.891
0.018000,-0.0944,0.4120,0.8009,0.906
0.018000,-0.0849,0.4125,0.8180,0.920
0.036000,-0.0798,0.4130,0.8341,0.934
0.036000,-0.0795,0.4125,0.8478,0.946
0.036000,-0.0798,0.4084,0.8666,0.961
0.037000,-0.0749,0.4003,0.8869,0.976
0.037000,-0.0668,0.3935,0.9013,0.986
0.045000,-0.0622,0.3879,0.9118,0.993
0.046000,-0.0610,0.3820,0.9218,1.000
0.059000,-0.0646,0.3729,0.9301,1.004
0.059000,-0.0700,0.3639,0.9348,1.006
0.059000,-0.0756,0.3544,0.9389,1.006
0.061000,-0.0827,0.3453,0.9436,1.008
0.072000,-0.0937,0.3356,0.9519,1.014
0.072000,-0.1027,0.3322,0.9590,1.020
0.074000,-0.1120,0.3302,0.9616,1.023
0.078000,-0.1186,0.3287,0.9604,1.022
0.082000,-0.1238,0.3270,0.9580,1.020
0.091000,-0.1277,0.3285,0.9592,1.022
0.092000,-0.1313,0.3302,0.9590,1.023
0.093000,-0.1347,0.3334,0.9553,1.021
0.097000,-0.1379,0.3375,0.9499,1.017
0.108000,-0.1391,0.3424,0.9445,1.014
0.108000,-0.1377,0.3473,0.9370,1.009
0.109000,-0.1343,0.3507,0.9284,1.001
0.113000,-0.1306,0.3541,0.9201,0.995
0.117000,-0.1255,0.3593,0.9133,0.989
0.125000,-0.1176,0.3639,0.9023,0.980
0.125000,-0.1111,0.3686,0.8920,0.972
0.129000,-0.1081,0.3729,0.8815,0.963
0.143000,-0.1069,0.3776,0.8727,0.957
0.143000,-0.1052,0.3832,0.8634,0.950
0.143000,-0.1052,0.3876,0.8564,0.946
0.145000,-0.1049,0.3901,0.8512,0.942
0.152000,-0.1042,0.3918,0.8483,0.940
0.153000,-0.1030,0.3927,0.8461,0.938
0.157000,-0.1025,0.3925,0.8449,0.937
0.161000,-0.1037,0.3942,0.8476,0.940
0.167000,-0.1049,0.3944,0.8537,0.946
0.169000,-0.1064,0.3947,0.8612,0.953
0.173000,-0.1101,0.3952,0.8713,0.963
0.176000,-0.1120,0.3962,0.8813,0.973
0.181000,-0.1125,0.3991,0.8923,0.984
0.185000,-0.1106,0.4008,0.9023,0.993
0.189000,-0.1069,0.4020,0.9108,1.001
0.193000,-0.1025,0.4045,0.9152,1.006
0.196000,-0.0988,0.4059,0.9152,1.006
0.207000,-0.0979,0.4042,0.9108,1.001
0.208000,-0.1001,0.3996,0.9020,0.992
0.210000,-0.1057,0.3940,0.8893,0.978
0.213000,-0.1137,0.3844,0.8722,0.960
0.217000,-0.1203,0.3693,0.8520,0.936
0.221000,-0.1228,0.3493,0.8309,0.910
0.225000,-0.1203,0.3292,0.8212,0.893
0.229000,-0.1306,0.3221,0.8170,0.888
0.242000,-0.1472,0.3219,0.8185,0.892
0.243000,-0.1670,0.3199,0.8197,0.896
0.243000,-0.1875,0.3168,0.8192,0.898
0.247000,-0.2046,0.3060,0.8236,0.902
0.249000,-0.2171,0.2899,0.8329,0.908
0.253000,-0.2181,0.2794,0.8458,0.917
0.262000,-0.2117,0.2743,0.8637,0.931
0.263000,-0.2014,0.2735,0.8864,0.949
0.266000,-0.1924,0.2740,0.9116,0.971
0.270000,-0.1846,0.2730,0.9353,0.992
0.274000,-0.1780,0.2718,0.9533,1.007
0.277000,-0.1731,0.2711,0.9656,1.018
0.281000,-0.1675,0.2706,0.9707,1.022
0.288000,-0.1626,0.2699,0.9717,1.021
0.288000,-0.1584,0.2696,0.9712,1.020
0.293000,-0.1548,0.2706,0.9692,1.018
0.297000,-0.1494,0.2716,0.9646,1.013
0.301000,-0.1448,0.2725,0.9599,1.008
0.305000,-0.1399,0.2725,0.9541,1.002
0.309000,-0.1357,0.2730,0.9477,0.996
0.313000,-0.1330,0.2740,0.9397,0.988
0.322000,-0.1294,0.2745,0.9301,0.978
0.322000,-0.1262,0.2745,0.9106,0.959
0.325000,-0.1267,0.2735,0.8673,0.918
0.329000,-0.1355,0.2674,0.8397,0.892
0.333000,-0.1460,0.2618,0.8314,0.884
0.337000,-0.1235,0.2422,0.8371,0.880
0.342000,-0.1238,0.2286,0.8637,0.902
0.345000,-0.1399,0.2271,0.9037,0.942
0.351000,-0.1570,0.2320,0.9555,0.996
0.354000,-0.1665,0.2361,1.0152,1.055
0.357000,-0.1655,0.2400,1.0657,1.105
0.361000,-0.1594,0.2393,1.0914,1.129
0.366000,-0.1560,0.2378,1.1051,1.141
0.369000,-0.1577,0.2357,1.1187,1.154
0.373000,-0.1616,0.2349,1.1290,1.164
0.377000,-0.1682,0.2357,1.1373,1.174
0.381000,-0.1768,0.2357,1.1410,1.178
0.385000,-0.1870,0.2327,1.1375,1.176
0.389000,-0.1985,0.2276,1.1280,1.168
0.393000,-0.2088,0.2207,1.1168,1.157
0.397000,-0.2171,0.2129,1.1068,1.148
0.401000,-0.2220,0.2039,1.0985,1.139
0.405000,-0.2227,0.1951,1.0933,1.133
0.409000,-0.2215,0.1873,1.0902,1.128
0.413000,-0.2185,0.1790,1.0872,1.123
0.426000,-0.2129,0.1707,1.0826,1.116
0.426000,-0.2049,0.1643,1.0750,1.107
0.427000,-0.1953,0.1577,1.0643,1.093
0.429000,-0.1895,0.1497,1.0545,1.082
0.434000,-0.1848,0.1457,1.0472,1.073
0.440000,-0.1804,0.1450,1.0415,1.067
0.440000,-0.1751,0.1482,1.0386,1.064
0.445000,-0.1658,0.1550,1.0398,1.064
0.460000,-0.1548,0.1650,1.0413,1.066
0.461000,-0.1431,0.1770,1.0425,1.067
0.461000,-0.1338,0.1907,1.0403,1.066
0.462000,-0.1267,0.2036,1.0352,1.063
0.467000,-0.1211,0.2144,1.0283,1.057
0.469000,-0.1164,0.2210,1.0200,1.050
0.473000,-0.1179,0.2251,1.0081,1.040
0.478000,-0.1228,0.2259,0.9949,1.028
0.482000,-0.1257,0.2242,0.9834,1.016
0.486000,-0.1269,0.2212,0.9763,1.009
0.490000,-0.1296,0.2203,0.9763,1.009
0.494000,-0.1323,0.2193,0.9827,1.015
0.497000,-0.1379,0.2195,0.9924,1.026
0.501000,-0.1426,0.2181,1.0024,1.036
0.505000,-0.1445,0.2144,1.0156,1.048
0.509000,-0.1394,0.2151,1.0215,1.053
0.513000,-0.1257,0.2244,1.0088,1.041
0.526000,-0.0878,0.2552,1.0195,1.055
0.526000,-0.0453,0.3004,1.0242,1.068
0.526000,-0.0187,0.3380,1.0217,1.076
0.529000,-0.0067,0.3642,1.0046,1.069
0.533000,-0.0067,0.3554,0.9915,1.053
0.538000,-0.0312,0.3077,1.0662,1.110
0.541000,-0.0280,0.2862,1.0999,1.137
0.546000,-0.0119,0.2637,1.0139,1.048
0.553000,-0.0111,0.2237,0.9318,0.958
0.554000,-0.0297,0.1729,0.9186,0.935
0.557000,-0.0500,0.1252,0.9499,0.959
0.561000,-0.0588,0.0964,0.9675,0.974
0.565000,-0.0566,0.0771,0.9541,0.959
0.569000,-0.0497,0.0659,0.9135,0.917
0.573000,-0.0412,0.0514,0.8556,0.858
0.577000,-0.0375,0.0385,0.7955,0.797
0.583000,-0.0373,0.0268,0.7496,0.751
0.586000,-0.0385,0.0246,0.7283,0.730
0.589000,-0.0419,0.0380,0.7366,0.739
0.593000,-0.0446,0.0566,0.7628,0.766
0.597000,-0.0490,0.0727,0.7992,0.804
0.601000,-0.0551,0.0864,0.8400,0.846
0.605000,-0.0634,0.0927,0.8815,0.889
0.609000,-0.0732,0.0954,0.9243,0.932
0.613000,-0.0820,0.0976,0.9665,0.975
0.617000,-0.0913,0.1010,1.0022,1.011
0.622000,-0.1076,0.1118,1.0286,1.040
0.625000,-0.1159,0.1260,1.0586,1.072
0.629000,-0.1174,0.1396,1.0765,1.092
0.641000,-0.1240,0.1492,1.0752,1.093
0.642000,-0.1389,0.1509,1.0476,1.068
0.642000,-0.1453,0.1506,1.0259,1.047
0.645000,-0.1599,0.1487,0.9780,1.002
0.650000,-0.1621,0.1492,0.9355,0.961
0.657000,-0.1697,0.1465,0.8788,0.907
0.657000,-0.1736,0.1401,0.8251,0.855
0.661000,-0.1775,0.1289,0.7804,0.811
0.668000,-0.1809,0.1145,0.7467,0.777
0.670000,-0.1892,0.0944,0.7100,0.741
0.674000,-0.1995,0.0747,0.6831,0.716
0.677000,-0.2190,0.0524,0.6494,0.687
0.683000,-0.2312,0.0346,0.6338,0.676
0.685000,-0.2386,0.0204,0.6269,0.671
0.689000,-0.2481,0.0048,0.6223,0.670
0.694000,-0.2237,0.0094,0.6844,0.720
0.698000,-0.2068,0.0150,0.7127,0.742
0.702000,-0.1843,0.0202,0.7398,0.763
0.705000,-0.1570,0.0280,0.7650,0.781
0.709000,-0.1198,0.0402,0.7887,0.799
0.714000,-0.0834,0.0549,0.8136,0.820
0.722000,-0.0497,0.0666,0.8397,0.844
0.722000,-0.0202,0.0759,0.8744,0.878
0.726000,0.0096,0.0856,0.9116,0.916
0.731000,0.0526,0.0998,0.9448,0.952
0.741000,0.1132,0.1213,0.9736,0.988
0.742000,0.1894,0.1533,0.9878,1.017
0.742000,0.2708,0.1887,0.9802,1.034
0.745000,0.3448,0.2315,0.9829,1.067
0.750000,0.4022,0.2718,1.0147,1.125
0.753000,0.4284,0.3006,1.0672,1.189
0.765000,0.4213,0.3111,1.1214,1.238
0.766000,0.3788,0.3004,1.1620,1.259
0.766000,0.3201,0.2716,1.1742,1.247
0.772000,0.2586,0.2313,1.1617,1.212
0.774000,0.2141,0.1839,1.1349,1.169
0.777000,0.1865,0.1377,1.1046,1.129
0.783000,0.1745,0.1020,1.0745,1.093
0.785000,0.1750,0.0732,1.0467,1.064
0.790000,0.1809,0.0532,1.0342,1.051
0.794000,0.1868,0.0439,1.0225,1.040
0.798000,0.1868,0.0426,1.0149,1.033
0.801000,0.1780,0.0456,1.0081,1.025
0.805000,0.1557,0.0488,1.0007,1.014
0.809000,0.1213,0.0500,0.9893,0.998
0.813000,0.0798,0.0490,0.9712,0.976
0.817000,0.0363,0.0490,0.9470,0.949
0.821000,-0.0080,0.0500,0.9228,0.924
0.826000,-0.0500,0.0532,0.9045,0.907
0.829000,-0.0932,0.0527,0.8849,0.891
0.834000,-0.1291,0.0534,0.8629,0.874
0.837000,-0.1628,0.0556,0.8527,0.870
0.842000,-0.1966,0.0539,0.8397,0.864
0.845000,-0.2484,0.0141,0.7672,0.806
0.858000,-0.2784,-0.0131,0.7352,0.786
0.859000,-0.2860,-0.0194,0.7173,0.772
0.859000,-0.2808,-0.0060,0.7027,0.757
0.861000,-0.2659,0.0224,0.7073,0.756
0.867000,-0.2415,0.0593,0.7225,0.764
0.874000,-0.2078,0.0974,0.7420,0.777
0.874000,-0.1836,0.1179,0.7745,0.805
0.881000,-0.1878,0.0954,0.7985,0.826
0.882000,-0.1321,0.0905,0.8165,0.832
0.887000,-0.0556,0.1064,0.9069,0.915
0.889000,-0.0600,0.0666,0.9487,0.953
0.893000,-0.0893,0.0207,0.9089,0.913
0.898000,-0.0974,0.0126,0.8414,0.847
0.902000,-0.1064,0.0233,0.8221,0.829
0.905000,-0.0954,0.0517,0.8346,0.842
0.909000,-0.0497,0.1003,0.8612,0.868
0.913000,0.0155,0.1575,0.8991,0.913
0.917000,0.0815,0.2120,0.9436,0.971
0.922000,0.1276,0.2506,0.9792,1.019
0.925000,0.1403,0.2625,1.0076,1.051
0.929000,0.0942,0.2190,1.0244,1.052
0.934000,0.0199,0.1445,1.0059,1.016
0.937000,-0.0507,0.0781,0.9678,0.972
0.942000,-0.0947,0.0370,0.9358,0.941
0.945000,-0.0974,0.0361,0.9130,0.919
0.950000,-0.0663,0.0695,0.9030,0.908
0.954000,-0.0136,0.1218,0.9011,0.909
0.957000,0.0497,0.1758,0.9072,0.925
0.961000,0.1130,0.2237,0.9123,0.946
0.971000,0.1738,0.2581,0.9101,0.962
0.972000,0.2273,0.2772,0.9143,0.982
0.977000,0.2745,0.2818,0.9609,1.038
0.978000,0.3150,0.2789,1.0403,1.122
0.982000,0.3575,0.2816,1.1344,1.222
0.994000,0.3942,0.2906,1.1735,1.272
0.995000,0.4120,0.2979,1.1471,1.255
0.995000,0.4076,0.2994,1.1029,1.213
0.997000,0.3883,0.2960,1.0650,1.172
1.004000,0.3631,0.2901,1.0235,1.124
1.006000,0.3368,0.2855,0.9726,1.068
1.010000,0.3155,0.2850,0.9133,1.007
1.014000,0.3035,0.2877,0.8568,0.953
1.018000,0.3035,0.2918,0.8153,0.918
1.021000,0.3145,0.2960,0.7865,0.897
1.025000,0.3343,0.3026,0.7579,0.882
1.029000,0.3548,0.3082,0.7259,0.865
1.033000,0.3746,0.3153,0.6939,0.849
1.037000,0.3881,0.3190,0.6651,0.833
1.041000,0.3947,0.3194,0.6384,0.816
1.045000,0.3976,0.3168,0.6118,0.795
1.051000,0.3988,0.3089,0.5866,0.774
1.053000,0.3998,0.3004,0.5607,0.751
1.057000,0.4020,0.2931,0.5344,0.730
1.061000,0.4076,0.2865,0.5097,0.713
1.067000,0.4188,0.2818,0.4867,0.701
1.070000,0.4411,0.2801,0.4967,0.721
1.074000,0.4819,0.2743,0.6311,0.840
1.077000,0.5388,0.2681,0.8131,1.012
1.081000,0.5654,0.2589,0.8006,1.014
1.091000,0.5464,0.2391,0.6758,0.901
1.092000,0.5273,0.2247,0.6167,0.842
1.094000,0.5444,0.2261,0.6465,0.875
1.098000,0.5774,0.2332,0.7041,0.940
1.119000,0.6026,0.2293,0.7362,0.979
1.120000,0.6133,0.2105,0.7242,0.972
1.120000,0.6143,0.1841,0.7012,0.950
1.120000,0.6136,0.1611,0.6885,0.936
1.120000,0.6175,0.1467,0.6866,0.935
1.126000,0.6290,0.1367,0.6885,0.943
1.127000,0.6497,0.1323,0.6902,0.957
1.130000,0.6861,0.1357,0.6990,0.989
1.136000,0.7345,0.1465,0.7205,1.039
1.137000,0.7931,0.1638,0.7547,1.107
1.141000,0.8576,0.1851,0.8016,1.188
1.145000,0.9246,0.2054,0.8566,1.277
1.153000,0.9881,0.2190,0.9133,1.363
1.154000,1.0457,0.2300,0.9658,1.442
1.157000,1.0983,0.2378,1.0090,1.510
1.161000,1.1454,0.2449,1.0357,1.564
1.167000,1.1828,0.2518,1.0406,1.595
1.169000,1.2102,0.2550,1.0283,1.608
1.175000,1.2280,0.2554,1.0010,1.605
1.178000,1.2397,0.2528,0.9665,1.592
1.182000,1.2453,0.2530,0.9274,1.573
1.187000,1.2453,0.2567,0.8857,1.550
1.190000,1.2453,0.2603,0.8334,1.521
1.194000,1.2470,0.2625,0.7733,1.491
1.198000,1.2502,0.2652,0.7100,1.462
1.211000,1.2478,0.2681,0.6509,1.433
1.212000,1.2334,0.2735,0.5993,1.398
1.212000,1.2141,0.2779,0.5490,1.361
1.215000,1.1804,0.2806,0.5067,1.315
1.220000,1.1388,0.2816,0.4708,1.264
1.223000,1.1010,0.2843,0.4405,1.219
1.226000,1.0680,0.2882,0.4190,1.183
1.230000,1.0404,0.2914,0.4054,1.154
1.233000,1.0172,0.2906,0.4012,1.131
1.238000,0.9976,0.2862,0.4063,1.115
1.242000,0.9849,0.2769,0.4171,1.105
1.245000,0.9771,0.2659,0.4305,1.100
1.251000,0.9710,0.2552,0.4454,1.098
1.254000,0.9617,0.2440,0.4567,1.092
1.257000,0.9507,0.2342,0.4596,1.082
1.261000,0.9370,0.2278,0.4540,1.066
1.268000,0.9224,0.2242,0.4396,1.046
1.269000,0.9053,0.2212,0.4198,1.022
1.275000,0.8847,0.2210,0.3951,0.994
1.277000,0.8657,0.2232,0.3636,0.965
1.282000,0.8449,0.2247,0.3269,0.933
1.287000,0.8205,0.2249,0.2886,0.898
1.293000,0.7929,0.2237,0.2517,0.861
1.294000,0.7626,0.2210,0.2180,0.823
1.297000,0.7340,0.2166,0.1865,0.788
1.308000,0.7115,0.2129,0.1562,0.759
1.309000,0.6927,0.2083,0.1259,0.734
1.315000,0.6744,0.2039,0.0975,0.711
1.315000,0.6595,0.1990,0.0741,0.693
1.338000,0.6453,0.1949,0.0526,0.676
1.339000,0.6338,0.1912,0.0333,0.663
1.339000,0.6221,0.1865,0.0162,0.650
1.339000,0.6089,0.1814,0.0015,0.635
1.339000,0.5967,0.1765,-0.0148,0.622
1.340000,0.5874,0.1736,-0.0305,0.613
1.341000,0.5886,0.1746,-0.0371,0.615
1.346000,0.5996,0.1802,-0.0315,0.627
1.351000,0.6202,0.1839,-0.0188,0.647
1.354000,0.6441,0.1841,-0.0068,0.670
1.362000,0.6661,0.1829,0.0020,0.691
1.362000,0.6810,0.1807,0.0059,0.705
1.367000,0.6903,0.1797,0.0074,0.713
1.370000,0.6976,0.1790,0.0059,0.720
1.374000,0.7032,0.1765,-0.0021,0.725
1.377000,0.7076,0.1748,-0.0153,0.729
1.381000,0.7101,0.1743,-0.0337,0.732
1.385000,0.7091,0.1734,-0.0542,0.732
1.390000,0.7074,0.1712,-0.0749,0.732
1.394000,0.7059,0.1682,-0.0938,0.732
1.397000,0.7037,0.1633,-0.1099,0.731
1.406000,0.6998,0.1567,-0.1255,0.728
1.407000,0.6932,0.1501,-0.1419,0.723
1.413000,0.6881,0.1475,-0.1597,0.722
1.414000,0.6861,0.1457,-0.1788,0.724
1.434000,0.6881,0.1440,-0.1981,0.730
1.435000,0.6932,0.1421,-0.2171,0.740
1.435000,0.7005,0.1379,-0.2335,0.751
1.436000,0.7076,0.1335,-0.2469,0.761
1.436000,0.7106,0.1277,-0.2567,0.766
1.438000,0.7081,0.1208,-0.2621,0.765
1.442000,0.7010,0.1125,-0.2631,0.757
1.446000,0.6915,0.1047,-0.2601,0.746
1.450000,0.6820,0.0962,-0.2530,0.734
1.454000,0.6759,0.0908,-0.2435,0.724
1.461000,0.6737,0.0871,-0.2342,0.719
1.462000,0.6724,0.0827,-0.2271,0.715
1.467000,0.6712,0.0783,-0.2213,0.711
1.470000,0.6700,0.0732,-0.2157,0.708
1.475000,0.6693,0.0676,-0.2091,0.704
1.477000,0.6676,0.0610,-0.2025,0.700
1.481000,0.6651,0.0556,-0.1929,0.695
1.485000,0.6617,0.0485,-0.1837,0.688
1.490000,0.6578,0.0431,-0.1761,0.682
1.494000,0.6519,0.0370,-0.1705,0.675
1.497000,0.6434,0.0299,-0.1668,0.665
1.510000,0.6316,0.0214,-0.1634,0.653
1.511000,0.6189,0.0124,-0.1609,0.640
1.512000,0.6053,0.0043,-0.1602,0.626
1.515000,0.5933,-0.0023,-0.1607,0.615
1.539000,0.5845,-0.0082,-0.1631,0.607
1.540000,0.5796,-0.0135,-0.1697,0.604
1.541000,0.5786,-0.0175,-0.1783,0.606
1.541000,0.5813,-0.0199,-0.1903,0.612
1.541000,0.5855,-0.0216,-0.2015,0.620
1.541000,0.5891,-0.0238,-0.2132,0.627
1.542000,0.5923,-0.0265,-0.2242,0.634
1.546000,0.5935,-0.0319,-0.2325,0.638
1.551000,0.5948,-0.0348,-0.2381,0.642
1.554000,0.5972,-0.0380,-0.2423,0.646
1.557000,0.6013,-0.0409,-0.2440,0.650
1.561000,0.6043,-0.0455,-0.2450,0.654
1.565000,0.6033,-0.0529,-0.2435,0.653
1.569000,0.5979,-0.0639,-0.2413,0.648
1.573000,0.5884,-0.0763,-0.2396,0.640
1.577000,0.5789,-0.0888,-0.2367,0.632
1.581000,0.5696,-0.1012,-0.2320,0.623
1.586000,0.5627,-0.1137,-0.2252,0.617
1.589000,0.5603,-0.1230,-0.2186,0.614
1.593000,0.5598,-0.1333,-0.2118,0.613
1.597000,0.5627,-0.1460,-0.2056,0.617
1.602000,0.5664,-0.1613,-0.1998,0.622
1.606000,0.5693,-0.1770,-0.1949,0.627
1.610000,0.5718,-0.1936,-0.1883,0.632
1.613000,0.5728,-0.2078,-0.1822,0.636
1.625000,0.5713,-0.2236,-0.1746,0.638
1.626000,0.5674,-0.2422,-0.1688,0.640
1.627000,0.5625,-0.2625,-0.1651,0.642
1.630000,0.5554,-0.2852,-0.1617,0.645
1.656000,0.5493,-0.3111,-0.1614,0.652
1.657000,0.5486,-0.3368,-0.1656,0.665
1.658000,0.5571,-0.3597,-0.1707,0.685
1.658000,0.5723,-0.3812,-0.1749,0.710
1.659000,0.5886,-0.4030,-0.1756,0.735
1.659000,0.6018,-0.4254,-0.1736,0.757
1.659000,0.6094,-0.4526,-0.1736,0.779
1.661000,0.6128,-0.4797,-0.1766,0.798
1.667000,0.6131,-0.5070,-0.1822,0.816
1.670000,0.6116,-0.5364,-0.1881,0.835
1.673000,0.6123,-0.5679,-0.1939,0.857
1.678000,0.6165,-0.5996,-0.1966,0.882
1.682000,0.6238,-0.6304,-0.1964,0.908
1.686000,0.6355,-0.6595,-0.1907,0.936
1.692000,0.6529,-0.6864,-0.1817,0.965
1.693000,0.6768,-0.7091,-0.1692,0.995
1.697000,0.7088,-0.7279,-0.1563,1.028
1.703000,0.7416,-0.7462,-0.1441,1.062
1.706000,0.7692,-0.7697,-0.1319,1.096
1.711000,0.7902,-0.8002,-0.1192,1.131
1.715000,0.8036,-0.8369,-0.1040,1.165
1.726000,0.8124,-0.8755,-0.0847,1.197
1.727000,0.8163,-0.9145,-0.0598,1.227
1.727000,0.8190,-0.9534,-0.0312,1.257
1.732000,0.8273,-0.9913,-0.0039,1.291
1.733000,0.8461,-1.0272,0.0218,1.331
1.755000,0.8779,-1.0584,0.0413,1.376
1.755000,0.9199,-1.0824,0.0519,1.421
1.756000,0.9690,-1.0936,0.0540,1.462
1.756000,1.0272,-1.0931,0.0443,1.501
1.756000,1.0851,-1.0846,0.0252,1.534
1.758000,1.1398,-1.0731,-0.0012,1.565
1.762000,1.1906,-1.0619,-0.0302,1.596
1.766000,1.2361,-1.0582,-0.0583,1.628
1.770000,1.2710,-1.0633,-0.0823,1.659
1.774000,1.2942,-1.0758,-0.0996,1.686
1.777000,1.3096,-1.0900,-0.1113,1.707
1.781000,1.3213,-1.1051,-0.1201,1.727
1.786000,1.3352,-1.1154,-0.1272,1.744
1.790000,1.3567,-1.1224,-0.1343,1.766
1.794000,1.3831,-1.1256,-0.1436,1.789
1.797000,1.4132,-1.1259,-0.1590,1.814
1.802000,1.4432,-1.1295,-0.1746,1.841
1.806000,1.4686,-1.1391,-0.1881,1.868
1.809000,1.4867,-1.1559,-0.1995,1.894
1.813000,1.4948,-1.1767,-0.2078,1.914
1.820000,1.4918,-1.1987,-0.2093,1.925
1.823000,1.4806,-1.2233,-0.2030,1.931
1.853000,1.4672,-1.2517,-0.1961,1.938
1.854000,1.4542,-1.2815,-0.1885,1.947
1.855000,1.4427,-1.3123,-0.1810,1.959
1.855000,1.4295,-1.3428,-0.1739,1.969
1.855000,1.4164,-1.3694,-0.1656,1.977
1.856000,1.4034,-1.3878,-0.1556,1.980
1.856000,1.3922,-1.3958,-0.1436,1.977
1.856000,1.3863,-1.3934,-0.1314,1.970
1.858000,1.3873,-1.3802,-0.1182,1.960
1.862000,1.3922,-1.3582,-0.1038,1.948
1.868000,1.4027,-1.3264,-0.0872,1.932
1.871000,1.4198,-1.2859,-0.0725,1.917
1.874000,1.4437,-1.2368,-0.0605,1.902
1.877000,1.4765,-1.1781,-0.0525,1.890
1.882000,1.5126,-1.1127,-0.0476,1.878
1.887000,1.5490,-1.0428,-0.0471,1.868
1.890000,1.5827,-0.9695,-0.0476,1.857
1.894000,1.6081,-0.8979,-0.0473,1.842
1.897000,1.6247,-0.8329,-0.0432,1.826
1.901000,1.6353,-0.7736,-0.0346,1.809
1.906000,1.6440,-0.7184,-0.0244,1.794
1.909000,1.6514,-0.6656,-0.0141,1.781
1.914000,1.6555,-0.6140,-0.0073,1.766
1.918000,1.6563,-0.5645,-0.0036,1.750
1.921000,1.6462,-0.5197,-0.0017,1.726
1.926000,1.6262,-0.4841,-0.0026,1.697
1.930000,1.5976,-0.4587,-0.0048,1.662
1.942000,1.5627,-0.4435,-0.0068,1.624
1.942000,1.5212,-0.4372,-0.0070,1.583
1.943000,1.4765,-0.4377,-0.0063,1.540
1.945000,1.4278,-0.4435,-0.0041,1.495
1.977000,1.3765,-0.4516,-0.0019,1.449
1.979000,1.3257,-0.4614,-0.0024,1.404
1.979000,1.2744,-0.4699,-0.0058,1.358
1.979000,1.2248,-0.4763,-0.0139,1.314
1.979000,1.1762,-0.4807,-0.0241,1.271
1.980000,1.1278,-0.4855,-0.0371,1.228
1.980000,1.0817,-0.4912,-0.0500,1.189
1.980000,1.0387,-0.4995,-0.0627,1.154
1.983000,1.0003,-0.5070,-0.0762,1.124
1.987000,0.9673,-0.5144,-0.0896,1.099
1.990000,0.9431,-0.5188,-0.1028,1.081
1.994000,0.9263,-0.5200,-0.1167,1.069
1.997000,0.9187,-0.5175,-0.1299,1.062
2.002000,0.9194,-0.5080,-0.1419,1.060
2.006000,0.9263,-0.4929,-0.1536,1.060
2.010000,0.9368,-0.4738,-0.1658,1.063
2.014000,0.9478,-0.4550,-0.1793,1.067
2.017000,0.9556,-0.4369,-0.1922,1.068
2.022000,0.9583,-0.4254,-0.2054,1.068
2.026000,0.9549,-0.4176,-0.2157,1.064
2.030000,0.9451,-0.4132,-0.2218,1.055
2.034000,0.9304,-0.4123,-0.2249,1.042
2.037000,0.9104,-0.4127,-0.2249,1.025
2.042000,0.8877,-0.4157,-0.2235,1.005
2.045000,0.8613,-0.4176,-0.2203,0.982
2.057000,0.8329,-0.4196,-0.2164,0.957
2.059000,0.8044,-0.4198,-0.2130,0.932
2.062000,0.7748,-0.4206,-0.2105,0.906
2.063000,0.7462,-0.4210,-0.2076,0.882
2.088000,0.7211,-0.4196,-0.2037,0.859
2.089000,0.6986,-0.4171,-0.2003,0.838
2.089000,0.6815,-0.4125,-0.1998,0.821
2.090000,0.6685,-0.4071,-0.1998,0.808
2.090000,0.6597,-0.4017,-0.1986,0.798
2.090000,0.6546,-0.3956,-0.1947,0.789
2.090000,0.6524,-0.3922,-0.1890,0.784
2.095000,0.6514,-0.3898,-0.1815,0.781
2.097000,0.6507,-0.3876,-0.1739,0.777
2.102000,0.6490,-0.3849,-0.1673,0.773
2.105000,0.6451,-0.3837,-0.1605,0.768
2.110000,0.6377,-0.3849,-0.1524,0.760
2.114000,0.6302,-0.3844,-0.1443,0.752
2.119000,0.6236,-0.3834,-0.1375,0.745
2.122000,0.6197,-0.3815,-0.1309,0.739
2.126000,0.6177,-0.3812,-0.1267,0.737
2.129000,0.6141,-0.3832,-0.1243,0.734
2.136000,0.6114,-0.3873,-0.1223,0.734
2.138000,0.6077,-0.3937,-0.1199,0.734
2.144000,0.6040,-0.4035,-0.1175,0.736
2.145000,0.6001,-0.4144,-0.1140,0.738
2.151000,0.5962,-0.4259,-0.1072,0.741
2.154000,0.5911,-0.4369,-0.1006,0.742
2.158000,0.5867,-0.4482,-0.0950,0.744
2.162000,0.5840,-0.4592,-0.0920,0.749
2.177000,0.5772,-0.4699,-0.0933,0.750
2.177000,0.5681,-0.4826,-0.0979,0.752
2.178000,0.5564,-0.4958,-0.1043,0.753
2.180000,0.5469,-0.5092,-0.1128,0.756
2.181000,0.5393,-0.5217,-0.1209,0.760
2.211000,0.5339,-0.5312,-0.1309,0.764
2.212000,0.5298,-0.5383,-0.1412,0.768
2.212000,0.5293,-0.5432,-0.1497,0.773
2.212000,0.5300,-0.5454,-0.1600,0.777
2.212000,0.5322,-0.5464,-0.1702,0.782
2.213000,0.5349,-0.5476,-0.1807,0.787
2.213000,0.5390,-0.5495,-0.1893,0.793
2.220000,0.5464,-0.5488,-0.1986,0.799
