time,gFx,gFy,gFz,TgF
0.005000,0.1000,0.5166,0.6814,0.861
0.006000,0.1142,0.5186,0.7366,0.908
0.006000,0.1237,0.5190,0.8011,0.963
0.006000,0.1296,0.5178,0.8730,1.023
0.006000,0.1328,0.5156,0.9436,1.083
0.007000,0.1335,0.5120,1.0071,1.138
0.012000,0.1281,0.5068,1.0572,1.179
0.013000,0.1281,0.5019,1.0916,1.208
0.021000,0.0947,0.4953,1.1082,1.218
0.021000,0.0700,0.4858,1.1060,1.210
0.025000,0.0436,0.4756,1.0858,1.186
0.036000,0.0209,0.4641,1.0542,1.152
0.037000,0.0018,0.4545,1.0161,1.113
0.037000,0.0018,0.4458,0.9770,1.074
0.040000,-0.0182,0.4409,0.9406,1.039
0.049000,-0.0216,0.4411,0.9081,1.010
0.049000,-0.0216,0.4443,0.8815,0.987
0.057000,-0.0180,0.4484,0.8605,0.971
0.058000,-0.0102,0.4536,0.8414,0.956
0.061000,-0.0001,0.4570,0.8239,0.942
0.065000,0.0099,0.4619,0.8075,0.930
0.068000,0.0216,0.4665,0.7960,0.923
0.072000,0.0324,0.4724,0.7875,0.919
0.076000,0.0416,0.4763,0.7831,0.917
0.081000,0.0485,0.4778,0.7813,0.917
0.088000,0.0517,0.4758,0.7809,0.916
0.088000,0.0539,0.4717,0.7813,0.914
0.092000,0.0563,0.4680,0.7845,0.915
0.097000,0.0597,0.4668,0.7909,0.920
0.100000,0.0631,0.4665,0.8031,0.931
0.104000,0.0673,0.4695,0.8192,0.947
0.108000,0.0717,0.4748,0.8385,0.966
0.113000,0.0773,0.4807,0.8603,0.988
0.117000,0.0859,0.4856,0.8818,1.010
0.120000,0.0947,0.4885,0.9018,1.030
0.124000,0.1034,0.4883,0.9162,1.043
0.140000,0.1074,0.4841,0.9228,1.048
0.140000,0.1074,0.4785,0.9240,1.046
0.141000,0.1025,0.4719,0.9221,1.041
0.141000,0.0929,0.4641,0.9177,1.033
0.147000,0.0815,0.4565,0.9113,1.023
0.149000,0.0692,0.4502,0.9067,1.015
0.159000,0.0595,0.4455,0.9042,1.010
0.160000,0.0526,0.4438,0.9025,1.007
0.160000,0.0465,0.4431,0.9042,1.008
0.173000,0.0419,0.4428,0.9062,1.009
0.174000,0.0363,0.4426,0.9067,1.010
0.174000,0.0316,0.4428,0.9050,1.008
0.177000,0.0258,0.4431,0.9020,1.005
0.182000,0.0201,0.4428,0.8993,1.003
0.184000,0.0162,0.4426,0.8996,1.003
0.188000,0.0153,0.4440,0.9028,1.006
0.192000,0.0165,0.4455,0.9062,1.010
0.198000,0.0175,0.4465,0.9089,1.013
0.201000,0.0182,0.4462,0.9108,1.014
0.204000,0.0182,0.4450,0.9116,1.015
0.208000,0.0187,0.4438,0.9086,1.011
0.214000,0.0179,0.4399,0.9028,1.004
0.216000,0.0177,0.4365,0.8969,0.998
0.221000,0.0167,0.4330,0.8930,0.993
0.224000,0.0148,0.4323,0.8888,0.989
0.230000,0.0128,0.4335,0.8881,0.988
0.233000,0.0118,0.4367,0.8901,0.992
0.236000,0.0126,0.4389,0.8940,0.996
0.241000,0.0148,0.4421,0.8984,1.001
0.247000,0.0197,0.4445,0.9006,1.005
0.249000,0.0236,0.4465,0.9011,1.006
0.252000,0.0265,0.4462,0.8993,1.004
0.257000,0.0282,0.4458,0.8967,1.002
0.261000,0.0299,0.4470,0.8945,1.000
0.272000,0.0319,0.4475,0.8928,0.999
0.272000,0.0346,0.4482,0.8918,0.999
0.273000,0.0368,0.4480,0.8903,0.997
0.276000,0.0392,0.4475,0.8876,0.995
0.280000,0.0424,0.4480,0.8857,0.993
0.284000,0.0421,0.4477,0.8857,0.993
0.290000,0.0426,0.4477,0.8879,0.995
0.292000,0.0434,0.4484,0.8918,0.999
0.301000,0.0431,0.4502,0.8935,1.001
0.302000,0.0434,0.4516,0.8967,1.005
0.304000,0.0458,0.4516,0.8984,1.007
0.308000,0.0490,0.4511,0.8969,1.005
0.313000,0.0497,0.4521,0.8935,1.003
0.317000,0.0460,0.4536,0.8876,0.998
0.322000,0.0436,0.4558,0.8813,0.993
0.324000,0.0404,0.4592,0.8735,0.988
0.330000,0.0377,0.4599,0.8651,0.981
0.334000,0.0365,0.4614,0.8605,0.977
0.335000,0.0368,0.4619,0.8581,0.975
0.340000,0.0380,0.4619,0.8568,0.974
0.346000,0.0404,0.4626,0.8568,0.975
0.349000,0.0434,0.4626,0.8590,0.977
0.353000,0.0473,0.4624,0.8629,0.980
0.356000,0.0509,0.4631,0.8678,0.985
0.360000,0.0541,0.4633,0.8722,0.989
0.374000,0.0573,0.4629,0.8764,0.993
0.375000,0.0590,0.4621,0.8771,0.993
0.376000,0.0578,0.4607,0.8752,0.991
0.378000,0.0548,0.4567,0.8715,0.985
0.381000,0.0526,0.4543,0.8671,0.980
0.385000,0.0497,0.4521,0.8625,0.975
0.388000,0.0490,0.4502,0.8568,0.969
0.392000,0.0487,0.4499,0.8500,0.963
0.410000,0.0509,0.4519,0.8451,0.960
0.411000,0.0543,0.4543,0.8390,0.956
0.411000,0.0587,0.4555,0.8341,0.952
0.412000,0.0639,0.4563,0.8319,0.951
0.414000,0.0714,0.4550,0.8353,0.954
0.417000,0.0802,0.4528,0.8312,0.950
0.420000,0.0871,0.4533,0.8275,0.948
0.424000,0.0922,0.4536,0.8371,0.956
0.429000,0.0951,0.4509,0.8502,0.967
0.433000,0.0951,0.4475,0.8625,0.976
0.437000,0.0944,0.4440,0.8749,0.986
0.440000,0.0949,0.4406,0.8876,0.996
0.446000,0.0969,0.4372,0.8971,1.003
0.448000,0.0978,0.4328,0.9055,1.008
0.452000,0.0973,0.4284,0.9108,1.011
0.457000,0.0959,0.4247,0.9147,1.013
0.460000,0.0934,0.4194,0.9206,1.016
0.464000,0.0890,0.4169,0.9250,1.019
0.472000,0.0863,0.4130,0.9272,1.019
0.473000,0.0842,0.4108,0.9255,1.016
0.477000,0.0824,0.4074,0.9213,1.011
0.490000,0.0820,0.4064,0.9147,1.004
0.491000,0.0812,0.4076,0.9047,0.996
0.491000,0.0820,0.4096,0.8918,0.985
0.492000,0.0834,0.4111,0.8779,0.973
0.497000,0.0849,0.4133,0.8629,0.961
0.500000,0.0863,0.4159,0.8502,0.950
0.504000,0.0871,0.4191,0.8353,0.939
0.528000,0.0861,0.4238,0.8212,0.928
0.530000,0.0827,0.4262,0.8119,0.921
0.530000,0.0793,0.4301,0.8070,0.918
0.531000,0.0749,0.4335,0.8053,0.918
0.531000,0.0722,0.4355,0.8080,0.921
0.531000,0.0707,0.4379,0.8112,0.925
0.532000,0.0710,0.4399,0.8173,0.931
0.538000,0.0697,0.4411,0.8253,0.938
0.540000,0.0673,0.4423,0.8361,0.948
0.544000,0.0644,0.4428,0.8480,0.959
0.548000,0.0609,0.4443,0.8593,0.969
0.552000,0.0595,0.4472,0.8688,0.979
0.557000,0.0600,0.4494,0.8754,0.986
0.561000,0.0622,0.4514,0.8783,0.989
0.565000,0.0641,0.4541,0.8798,0.992
0.568000,0.0639,0.4565,0.8827,0.996
0.573000,0.0629,0.4580,0.8888,1.002
0.576000,0.0609,0.4575,0.8940,1.006
0.594000,0.0565,0.4575,0.8981,1.010
0.594000,0.0514,0.4563,0.9047,1.015
0.594000,0.0441,0.4541,0.9118,1.020
0.595000,0.0348,0.4502,0.9194,1.024
0.596000,0.0253,0.4445,0.9257,1.027
0.600000,0.0160,0.4401,0.9306,1.030
0.604000,0.0087,0.4367,0.9323,1.030
0.608000,0.0018,0.4348,0.9323,1.029
0.613000,-0.0021,0.4348,0.9304,1.027
0.617000,-0.0038,0.4345,0.9272,1.024
0.624000,-0.0067,0.4365,0.9223,1.020
0.625000,-0.0099,0.4370,0.9172,1.016
0.643000,-0.0136,0.4372,0.9101,1.010
0.644000,-0.0197,0.4370,0.9033,1.004
0.645000,-0.0260,0.4352,0.8957,0.996
0.645000,-0.0324,0.4321,0.8874,0.988
0.647000,-0.0363,0.4287,0.8800,0.980
0.649000,-0.0390,0.4240,0.8754,0.973
0.653000,-0.0363,0.4194,0.8710,0.967
0.657000,-0.0214,0.4128,0.8610,0.955
0.660000,-0.0126,0.4089,0.8585,0.951
0.664000,-0.0136,0.4072,0.8666,0.958
0.668000,-0.0153,0.4091,0.8759,0.967
0.672000,-0.0136,0.4147,0.8810,0.974
0.676000,-0.0065,0.4223,0.8820,0.978
0.681000,0.0033,0.4306,0.8813,0.981
0.684000,0.0153,0.4384,0.8761,0.980
0.688000,0.0258,0.4458,0.8683,0.976
0.692000,0.0331,0.4504,0.8649,0.976
0.705000,0.0370,0.4494,0.8629,0.974
0.706000,0.0387,0.4455,0.8620,0.971
0.707000,0.0382,0.4392,0.8593,0.966
0.709000,0.0355,0.4330,0.8581,0.962
0.713000,0.0328,0.4257,0.8603,0.960
0.719000,0.0294,0.4155,0.8644,0.960
0.724000,0.0209,0.4023,0.8659,0.955
0.724000,0.0087,0.3866,0.8649,0.947
0.734000,-0.0067,0.3705,0.8617,0.938
0.735000,-0.0236,0.3566,0.8612,0.932
0.737000,-0.0370,0.3466,0.8625,0.930
0.741000,-0.0478,0.3402,0.8659,0.932
0.746000,-0.0549,0.3390,0.8744,0.939
0.748000,-0.0612,0.3400,0.8879,0.953
0.756000,-0.0695,0.3409,0.9084,0.973
0.757000,-0.0771,0.3351,0.9316,0.993
0.760000,-0.0827,0.3268,0.9362,0.995
0.765000,-0.0886,0.3204,0.9379,0.995
0.768000,-0.0937,0.3209,0.9529,1.010
0.772000,-0.1005,0.3243,0.9875,1.044
0.776000,-0.1115,0.3246,1.0354,1.091
0.781000,-0.1262,0.3192,1.0840,1.137
0.784000,-0.1433,0.3099,1.1222,1.173
0.789000,-0.1572,0.2989,1.1454,1.194
0.792000,-0.1665,0.2857,1.1525,1.199
0.805000,-0.1694,0.2762,1.1485,1.193
0.806000,-0.1699,0.2691,1.1402,1.184
0.806000,-0.1690,0.2598,1.1297,1.171
0.808000,-0.1665,0.2508,1.1153,1.155
0.812000,-0.1621,0.2425,1.0972,1.135
0.816000,-0.1570,0.2369,1.0777,1.115
0.820000,-0.1521,0.2342,1.0577,1.094
0.826000,-0.1489,0.2335,1.0337,1.070
0.846000,-0.1472,0.2376,1.0098,1.048
0.847000,-0.1511,0.2447,0.9883,1.029
0.848000,-0.1592,0.2542,0.9656,1.011
0.848000,-0.1675,0.2645,0.9477,0.998
0.848000,-0.1733,0.2745,0.9340,0.989
0.848000,-0.1721,0.2889,0.9248,0.984
0.852000,-0.1653,0.3060,0.9191,0.983
0.857000,-0.1536,0.3243,0.9067,0.975
0.860000,-0.1347,0.3417,0.8940,0.966
0.864000,-0.1179,0.3512,0.8742,0.949
0.868000,-0.0993,0.3568,0.8598,0.936
0.872000,-0.0837,0.3593,0.8363,0.914
0.876000,-0.0710,0.3622,0.8312,0.909
0.880000,-0.0632,0.3617,0.8324,0.910
0.884000,-0.0575,0.3573,0.8363,0.911
0.888000,-0.0500,0.3515,0.8507,0.922
0.892000,-0.0436,0.3444,0.8705,0.937
0.902000,-0.0356,0.3356,0.8820,0.944
0.903000,-0.0229,0.3275,0.8969,0.955
0.904000,-0.0131,0.3190,0.9008,0.956
0.908000,-0.0065,0.3082,0.9008,0.952
0.931000,-0.0006,0.3004,0.9018,0.951
0.932000,-0.0014,0.2933,0.9011,0.948
0.933000,-0.0050,0.2882,0.9006,0.946
0.933000,-0.0094,0.2882,0.8989,0.944
0.933000,-0.0148,0.2892,0.8957,0.941
0.933000,-0.0226,0.2921,0.8932,0.940
0.937000,-0.0273,0.2953,0.8932,0.941
0.940000,-0.0285,0.3048,0.8940,0.945
0.946000,-0.0319,0.3099,0.8925,0.945
0.949000,-0.0356,0.3138,0.8962,0.950
0.955000,-0.0400,0.3155,0.8947,0.950
0.956000,-0.0451,0.3155,0.8857,0.941
0.962000,-0.0505,0.3124,0.8796,0.935
0.965000,-0.0580,0.3048,0.8739,0.927
0.968000,-0.0678,0.2931,0.8598,0.911
0.972000,-0.0764,0.2826,0.8532,0.902
0.976000,-0.0822,0.2745,0.8483,0.895
0.980000,-0.0847,0.2672,0.8366,0.882
0.985000,-0.0883,0.2596,0.8292,0.873
0.988000,-0.0998,0.2513,0.8388,0.881
0.992000,-0.1113,0.2459,0.8566,0.898
0.997000,-0.1225,0.2437,0.8776,0.919
1.000000,-0.1294,0.2422,0.8952,0.936
1.005000,-0.1269,0.2422,0.8964,0.937
1.008000,-0.1201,0.2408,0.8864,0.926
1.026000,-0.1140,0.2388,0.8827,0.922
1.030000,-0.1079,0.2374,0.8891,0.927
1.031000,-0.0991,0.2410,0.9062,0.943
1.032000,-0.0888,0.2493,0.9233,0.960
1.032000,-0.0756,0.2569,0.9265,0.964
1.033000,-0.0593,0.2630,0.9262,0.965
1.037000,-0.0417,0.2691,0.9367,0.976
1.041000,-0.0204,0.2750,0.9621,1.001
1.055000,0.0008,0.2769,0.9846,1.023
1.056000,0.0194,0.2718,0.9885,1.025
1.057000,0.0302,0.2677,0.9866,1.023
1.057000,0.0348,0.2667,0.9729,1.009
1.063000,0.0360,0.2701,0.9572,0.995
1.066000,0.0355,0.2772,0.9467,0.987
1.070000,0.0309,0.2874,0.9384,0.982
1.073000,0.0233,0.2967,0.9340,0.980
1.076000,0.0140,0.3070,0.9377,0.987
1.081000,0.0072,0.3182,0.9519,1.004
1.084000,0.0011,0.3243,0.9626,1.016
1.088000,-0.0148,0.3094,0.9594,1.008
1.093000,-0.0290,0.2906,0.9626,1.006
1.095000,-0.0307,0.2821,0.9697,1.010
1.100000,-0.0273,0.2786,0.9851,1.024
1.104000,0.0104,0.2772,1.0117,1.049
1.108000,0.0561,0.2689,1.0388,1.075
1.114000,0.0827,0.2579,1.0877,1.121
1.117000,0.1037,0.2447,1.1231,1.154
1.120000,0.1198,0.2281,1.1329,1.162
1.124000,0.1301,0.2095,1.1324,1.159
1.134000,0.1377,0.1897,1.1261,1.150
1.134000,0.1425,0.1738,1.1204,1.143
1.136000,0.1472,0.1638,1.1207,1.142
1.140000,0.1528,0.1487,1.1288,1.149
1.145000,0.1785,0.1440,1.1334,1.156
1.147000,0.2134,0.1499,1.1444,1.174
1.152000,0.2193,0.1455,1.1735,1.203
1.156000,0.2073,0.1409,1.1928,1.219
1.160000,0.1985,0.1521,1.1757,1.202
1.165000,0.2014,0.1751,1.1305,1.162
1.168000,0.2068,0.1978,1.0740,1.111
1.172000,0.2105,0.2163,1.0195,1.063
1.176000,0.2122,0.2278,0.9624,1.011
1.180000,0.2200,0.2244,0.8964,0.950
1.184000,0.2288,0.2051,0.8285,0.884
1.188000,0.2327,0.1839,0.7723,0.827
1.192000,0.2324,0.1665,0.7303,0.784
1.196000,0.2261,0.1521,0.6980,0.749
1.201000,0.2105,0.1406,0.6743,0.720
1.204000,0.1887,0.1328,0.6638,0.703
1.208000,0.1616,0.1304,0.6673,0.699
1.214000,0.1369,0.1338,0.6787,0.705
1.216000,0.1078,0.1413,0.7073,0.729
1.221000,0.0771,0.1528,0.7542,0.773
1.224000,0.0475,0.1694,0.8082,0.827
1.228000,0.0245,0.1824,0.8788,0.898
1.238000,0.0018,0.1836,1.0156,1.032
1.239000,-0.0155,0.1751,1.1481,1.161
1.241000,-0.0466,0.1675,1.1178,1.131
1.245000,-0.0815,0.1611,1.1031,1.118
1.271000,-0.1123,0.1592,1.1375,1.154
1.272000,-0.1318,0.1580,1.1659,1.184
1.273000,-0.1550,0.1467,1.1720,1.191
1.273000,-0.1824,0.1184,1.1617,1.182
1.273000,-0.1841,0.0893,1.1546,1.173
1.273000,-0.1506,0.0536,1.1327,1.144
1.274000,-0.0893,-0.0069,1.0472,1.051
1.277000,0.0016,-0.0409,0.9707,0.972
1.283000,0.1003,-0.0507,0.9057,0.913
1.284000,0.1980,-0.0377,0.8495,0.873
1.288000,0.3040,0.0036,0.7682,0.826
1.293000,0.4181,0.0732,0.6480,0.775
1.297000,0.5420,0.1716,0.4774,0.742
1.300000,0.6793,0.3001,0.2544,0.785
1.305000,0.8273,0.4416,0.0213,0.938
1.308000,0.9307,0.5535,-0.1240,1.090
1.312000,0.9634,0.6038,-0.1277,1.144
1.317000,0.9080,0.5757,0.0445,1.076
1.321000,0.7946,0.4931,0.3443,0.997
1.324000,0.6463,0.3820,0.7269,1.045
1.330000,0.5283,0.2791,0.9888,1.155
1.334000,0.4836,0.1968,1.0518,1.174
1.336000,0.4626,0.1306,1.0320,1.138
1.341000,0.4386,0.0729,1.0042,1.098
1.361000,0.4311,0.0321,0.9695,1.061
1.366000,0.4516,0.0097,0.9511,1.053
1.366000,0.4772,-0.0087,0.9919,1.101
1.367000,0.4851,-0.0218,0.9961,1.108
1.367000,0.4633,-0.0372,0.9692,1.075
1.368000,0.4462,-0.0470,0.9233,1.027
1.368000,0.4306,-0.0609,0.8798,0.981
1.372000,0.4193,-0.0724,0.8395,0.941
1.377000,0.4044,-0.0873,0.8182,0.917
1.395000,0.3844,-0.1056,0.7982,0.892
1.397000,0.3707,-0.1186,0.7694,0.862
1.398000,0.3446,-0.1394,0.6976,0.790
1.398000,0.3143,-0.1645,0.5981,0.695
1.399000,0.2784,-0.1973,0.4965,0.602
1.401000,0.2473,-0.2298,0.4010,0.524
1.404000,0.2354,-0.2527,0.3147,0.467
1.408000,0.2503,-0.2635,0.2471,0.439
1.414000,0.2894,-0.2561,0.1989,0.435
1.417000,0.3490,-0.2385,0.1591,0.452
1.421000,0.4257,-0.2146,0.1305,0.494
1.424000,0.5129,-0.1865,0.1139,0.558
1.433000,0.6038,-0.1623,0.1137,0.635
1.434000,0.6710,-0.1491,0.0961,0.694
1.438000,0.7108,-0.1460,0.0672,0.729
1.440000,0.7328,-0.1526,0.0538,0.750
1.446000,0.7584,-0.1745,0.0824,0.783
1.449000,0.8085,-0.2112,0.1466,0.848
1.452000,0.8667,-0.2535,0.2282,0.931
1.456000,0.9053,-0.2928,0.3250,1.005
1.461000,0.9314,-0.3150,0.4239,1.071
1.478000,0.9490,-0.3258,0.4977,1.120
1.480000,0.9617,-0.3282,0.5544,1.158
1.480000,0.9666,-0.3316,0.6057,1.188
1.480000,0.9629,-0.3375,0.6494,1.209
1.481000,0.9541,-0.3443,0.6748,1.218
1.484000,0.9487,-0.3453,0.6817,1.218
1.488000,0.9505,-0.3370,0.6731,1.212
1.492000,0.9573,-0.3231,0.6560,1.205
1.503000,0.9693,-0.3052,0.6384,1.200
1.504000,0.9808,-0.2935,0.6204,1.197
1.505000,0.9893,-0.2918,0.5927,1.190
1.510000,0.9893,-0.3033,0.5488,1.171
1.514000,0.9837,-0.3522,0.4542,1.139
1.517000,0.9695,-0.3866,0.3961,1.116
1.520000,0.9597,-0.4042,0.3651,1.104
1.524000,0.9529,-0.4118,0.3472,1.095
1.530000,0.9522,-0.4127,0.3277,1.088
1.533000,0.9553,-0.4066,0.3042,1.082
1.537000,0.9556,-0.3964,0.2910,1.075
1.540000,0.9468,-0.3868,0.2817,1.061
1.544000,0.9282,-0.3859,0.2688,1.041
1.549000,0.9016,-0.4013,0.2422,1.016
1.552000,0.8747,-0.4242,0.2226,0.997
1.556000,0.8835,-0.4228,0.2216,1.004
1.561000,0.9158,-0.4088,0.2275,1.028
1.570000,0.9527,-0.3959,0.2351,1.058
1.570000,0.9881,-0.3917,0.2358,1.089
1.580000,1.0145,-0.4008,0.2334,1.115
1.580000,1.0318,-0.4228,0.2346,1.139
1.580000,1.0426,-0.4528,0.2309,1.160
1.598000,1.0518,-0.4804,0.2226,1.178
1.598000,1.0582,-0.5002,0.2146,1.190
1.598000,1.0562,-0.5193,0.2133,1.196
1.599000,1.0523,-0.5349,0.2028,1.198
1.600000,1.0484,-0.5403,0.1852,1.194
1.604000,1.0416,-0.5390,0.1640,1.184
1.608000,1.0316,-0.5346,0.1364,1.170
1.613000,1.0179,-0.5281,0.1117,1.152
1.620000,1.0030,-0.5241,0.0927,1.135
1.621000,0.9844,-0.5237,0.0746,1.118
1.624000,0.9671,-0.5278,0.0543,1.103
1.629000,0.9473,-0.5354,0.0367,1.089
1.632000,0.9260,-0.5469,0.0264,1.076
1.636000,0.9065,-0.5608,0.0206,1.066
1.640000,0.8911,-0.5745,0.0208,1.060
1.646000,0.8786,-0.5896,0.0264,1.058
1.648000,0.8718,-0.6060,0.0369,1.062
1.652000,0.8759,-0.6228,0.0553,1.076
1.656000,0.8909,-0.6363,0.0829,1.098
1.660000,0.9145,-0.6417,0.1251,1.124
1.665000,0.9602,-0.6329,0.1874,1.165
1.668000,1.0433,-0.6048,0.2729,1.236
1.673000,1.1606,-0.5576,0.3748,1.341
1.676000,1.2957,-0.4948,0.4923,1.472
1.693000,1.4313,-0.4240,0.6257,1.619
1.694000,1.5541,-0.3519,0.7555,1.763
1.695000,1.6555,-0.2837,0.8700,1.892
1.695000,1.7283,-0.2273,0.9594,1.990
1.746000,1.7694,-0.1843,1.0200,2.051
1.748000,1.7760,-0.1555,1.0467,2.067
1.749000,1.7523,-0.1394,1.0403,2.043
1.750000,1.7041,-0.1328,1.0012,1.981
1.750000,1.6394,-0.1357,0.9358,1.893
1.751000,1.5637,-0.1452,0.8539,1.788
1.751000,1.4855,-0.1579,0.7618,1.677
1.751000,1.4071,-0.1733,0.6660,1.566
1.752000,1.3304,-0.1899,0.5730,1.461
1.752000,1.2593,-0.2063,0.4826,1.364
1.752000,1.1938,-0.2236,0.3975,1.278
1.752000,1.1325,-0.2398,0.3206,1.201
1.753000,1.0765,-0.2576,0.2473,1.134
1.753000,1.0311,-0.2735,0.1808,1.082
1.754000,0.9944,-0.2894,0.1247,1.043
1.757000,0.9681,-0.3028,0.0785,1.017
1.760000,0.9492,-0.3133,0.0467,1.001
1.764000,0.9409,-0.3199,0.0269,0.994
1.768000,0.9568,-0.3192,0.0135,1.009
1.772000,0.9866,-0.3165,0.0133,1.036
1.776000,0.9778,-0.3285,0.0406,1.032
1.787000,0.9583,-0.3414,0.0660,1.019
1.788000,0.9426,-0.3497,0.0912,1.010
1.791000,0.9434,-0.3517,0.1134,1.013
1.792000,0.9634,-0.3451,0.1300,1.032
1.815000,0.9930,-0.3365,0.1501,1.059
1.816000,1.0194,-0.3282,0.1760,1.085
1.817000,1.0399,-0.3223,0.2041,1.108
1.817000,1.0582,-0.3192,0.2299,1.129
1.817000,1.0804,-0.3179,0.2522,1.154
1.818000,1.1053,-0.3155,0.2734,1.182
1.821000,1.1295,-0.3126,0.2937,1.208
1.824000,1.1525,-0.3092,0.3120,1.233
1.830000,1.1735,-0.3038,0.3269,1.256
1.833000,1.1904,-0.2982,0.3421,1.274
1.836000,1.2031,-0.2933,0.3548,1.288
1.841000,1.2099,-0.2901,0.3619,1.296
1.845000,1.2106,-0.2916,0.3633,1.297
1.849000,1.2028,-0.2964,0.3597,1.290
1.853000,1.1833,-0.3040,0.3516,1.271
1.856000,1.1569,-0.3136,0.3387,1.246
1.861000,1.1256,-0.3233,0.3218,1.215
1.866000,1.0892,-0.3333,0.3025,1.179
1.869000,1.0509,-0.3436,0.2852,1.142
1.874000,1.0128,-0.3539,0.2681,1.106
1.876000,0.9751,-0.3653,0.2524,1.071
1.883000,0.9409,-0.3768,0.2373,1.041
1.884000,0.9126,-0.3859,0.2258,1.016
1.889000,0.8918,-0.3951,0.2158,0.999
1.892000,0.8799,-0.4025,0.2065,0.989
1.912000,0.8752,-0.4091,0.2021,0.987
1.913000,0.8737,-0.4157,0.2072,0.990
1.913000,0.8737,-0.4201,0.2160,0.993
1.913000,0.8723,-0.4250,0.2243,0.996
1.913000,0.8701,-0.4274,0.2280,0.996
1.921000,0.8650,-0.4274,0.2285,0.991
1.922000,0.8588,-0.4272,0.2273,0.986
1.925000,0.8540,-0.4252,0.2231,0.980
1.932000,0.8505,-0.4228,0.2175,0.974
1.933000,0.8522,-0.4213,0.2114,0.974
1.936000,0.8608,-0.4181,0.2053,0.979
1.940000,0.8742,-0.4166,0.1999,0.989
1.947000,0.8896,-0.4179,0.1962,1.002
1.948000,0.9080,-0.4210,0.1928,1.019
1.952000,0.9302,-0.4259,0.1877,1.040
1.956000,0.9524,-0.4333,0.1833,1.062
1.960000,0.9759,-0.4413,0.1791,1.086
1.964000,1.0027,-0.4518,0.1782,1.114
1.969000,1.0308,-0.4650,0.1791,1.145
1.973000,1.0594,-0.4797,0.1808,1.177
1.976000,1.0868,-0.4960,0.1806,1.208
1.982000,1.1115,-0.5122,0.1777,1.237
1.984000,1.1342,-0.5281,0.1699,1.263
1.988000,1.1574,-0.5437,0.1596,1.289
1.993000,1.1799,-0.5564,0.1469,1.313
2.011000,1.1997,-0.5671,0.1352,1.334
2.012000,1.2121,-0.5769,0.1244,1.348
2.013000,1.2180,-0.5852,0.1132,1.356
2.013000,1.2168,-0.5908,0.0970,1.356
2.045000,1.2111,-0.5933,0.0785,1.351
2.047000,1.2028,-0.5925,0.0584,1.342
2.047000,1.1960,-0.5923,0.0384,1.335
2.048000,1.1953,-0.5933,0.0203,1.335
2.048000,1.2070,-0.5943,0.0120,1.345
2.048000,1.2312,-0.5943,0.0154,1.367
2.048000,1.2668,-0.5933,0.0296,1.399
2.049000,1.3059,-0.5904,0.0538,1.434
2.049000,1.3394,-0.5860,0.0883,1.465
2.055000,1.3670,-0.5774,0.1271,1.489
2.055000,1.3895,-0.5654,0.1630,1.509
2.057000,1.4073,-0.5493,0.1948,1.523
2.060000,1.4215,-0.5295,0.2214,1.533
2.064000,1.4322,-0.5066,0.2436,1.539
2.068000,1.4359,-0.4853,0.2588,1.538
2.072000,1.4315,-0.4660,0.2686,1.529
2.076000,1.4183,-0.4494,0.2754,1.513
2.081000,1.3956,-0.4362,0.2764,1.488
2.085000,1.3663,-0.4250,0.2727,1.457
2.089000,1.3323,-0.4127,0.2656,1.420
2.092000,1.2976,-0.3998,0.2558,1.382
2.099000,1.2612,-0.3856,0.2436,1.341
2.103000,1.2238,-0.3717,0.2314,1.300
2.105000,1.1909,-0.3561,0.2241,1.263
2.108000,1.1645,-0.3397,0.2231,1.233
2.123000,1.1449,-0.3211,0.2258,1.210
2.124000,1.1288,-0.3023,0.2299,1.191
2.124000,1.1178,-0.2823,0.2339,1.176
2.124000,1.1134,-0.2618,0.2387,1.168
2.132000,1.1149,-0.2398,0.2449,1.166
2.133000,1.1168,-0.2192,0.2502,1.165
2.136000,1.1163,-0.2026,0.2563,1.163
2.140000,1.1137,-0.1912,0.2634,1.160
2.146000,1.1083,-0.1819,0.2715,1.155
2.148000,1.1024,-0.1743,0.2788,1.150
2.152000,1.0922,-0.1692,0.2861,1.142
2.156000,1.0787,-0.1667,0.2893,1.129
2.161000,1.0643,-0.1672,0.2915,1.116
2.164000,1.0496,-0.1704,0.2903,1.102
2.168000,1.0343,-0.1741,0.2896,1.088
2.172000,1.0172,-0.1792,0.2879,1.072
2.176000,0.9988,-0.1875,0.2859,1.056
2.180000,0.9810,-0.1963,0.2839,1.040
2.184000,0.9619,-0.2061,0.2835,1.024
2.188000,0.9422,-0.2178,0.2817,1.007
2.191000,0.9214,-0.2315,0.2771,0.990
2.196000,0.8999,-0.2476,0.2698,0.972
2.200000,0.8803,-0.2615,0.2615,0.955
2.204000,0.8598,-0.2757,0.2532,0.938
2.208000,0.8403,-0.2908,0.2456,0.922
2.216000,0.8224,-0.3052,0.2397,0.909
2.217000,0.8075,-0.3184,0.2351,0.899
2.221000,0.7970,-0.3311,0.2297,0.893
2.224000,0.7892,-0.3443,0.2275,0.891
2.250000,0.7838,-0.3561,0.2285,0.891
2.252000,0.7819,-0.3680,0.2302,0.894
2.253000,0.7829,-0.3776,0.2324,0.900
2.253000,0.7843,-0.3861,0.2361,0.906
2.253000,0.7856,-0.3951,0.2361,0.910
2.253000,0.7863,-0.4015,0.2346,0.914
2.254000,0.7865,-0.4057,0.2317,0.915
